"orgs_short","Freq"
"Sphingobium sp. YR657",1
"Sphingobium sp. YR768",1
"Sphingobium sp. Z007",1
"Sphingobium ummariense",1
"Sphingomonadaceae bacterium",1
"Sphingomonas asaccharolytica",1
"Sphingomonas astaxanthinifaciens",1
"Sphingomonas azotifigens",1
"Sphingomonas changbaiensis",1
"Sphingomonas dokdonensis",1
"Sphingomonas echinoides",1
"Sphingomonas elodea",1
"Sphingomonas endophytica",1
"Sphingomonas ginsenosidimutans",1
"Sphingomonas haloaromaticamans",1
"Sphingomonas hankookensis",1
"Sphingomonas hengshuiensis",1
"Sphingomonas histidinilytica",1
"Sphingomonas indica",1
"Sphingomonas jaspsi",1
"Sphingomonas koreensis",1
"Sphingomonas laterariae",1
"Sphingomonas mali",1
"Sphingomonas mucosissima",1
"Sphingomonas panacis",1
"Sphingomonas parapaucimobilis",1
"Sphingomonas pituitosa",1
"Sphingomonas pruni",1
"Sphingomonas rubra",1
"Sphingomonas sanxanigenens",1
"Sphingomonas soli",1
"Sphingomonas sp. 12-62-6",1
"Sphingomonas sp. 1PNM-20",1
"Sphingomonas sp. 28-62-11",1
"Sphingomonas sp. 28-62-20",1
"Sphingomonas sp. 28-63-12",1
"Sphingomonas sp. 28-66-16",1
"Sphingomonas sp. 32-62-10",1
"Sphingomonas sp. 32-66-10",1
"Sphingomonas sp. 35-24ZXX",1
"Sphingomonas sp. 37zxx",1
"Sphingomonas sp. 66-10",1
"Sphingomonas sp. 67-36",1
"Sphingomonas sp. 67-41",1
"Sphingomonas sp. ABOJV",1
"Sphingomonas sp. Ag1",1
"Sphingomonas sp. Ant",1
"Sphingomonas sp. Ant20",1
"Sphingomonas sp. ATCC",1
"Sphingomonas sp. BHC-A",1
"Sphingomonas sp. CCH10-B3",1
"Sphingomonas sp. CCH13-B11",1
"Sphingomonas sp. CCH15-A1",1
"Sphingomonas sp. CCH15-F11",1
"Sphingomonas sp. CCH16-B10",1
"Sphingomonas sp. CCH18-B1",1
"Sphingomonas sp. CCH18-H6",1
"Sphingomonas sp. CCH19-C6",1
"Sphingomonas sp. CCH20-B6",1
"Sphingomonas sp. CCH21-G11",1
"Sphingomonas sp. CCH5-A5",1
"Sphingomonas sp. CCH5-D11",1
"Sphingomonas sp. CCH9-E2",1
"Sphingomonas sp. CCH9-F2",1
"Sphingomonas sp. CCH9-H8",1
"Sphingomonas sp. CDS-1",1
"Sphingomonas sp. DC-6",1
"Sphingomonas sp. ERG5",1
"Sphingomonas sp. FUKUSWIS1",1
"Sphingomonas sp. IBVSS1",1
"Sphingomonas sp. IBVSS2",1
"Sphingomonas sp. JJ-A5",1
"Sphingomonas sp. JS21-1",1
"Sphingomonas sp. KC8",1
"Sphingomonas sp. Leaf10",1
"Sphingomonas sp. Leaf11",1
"Sphingomonas sp. Leaf16",1
"Sphingomonas sp. Leaf17",1
"Sphingomonas sp. Leaf198",1
"Sphingomonas sp. Leaf20",1
"Sphingomonas sp. Leaf208",1
"Sphingomonas sp. Leaf22",1
"Sphingomonas sp. Leaf226",1
"Sphingomonas sp. Leaf23",1
"Sphingomonas sp. Leaf230",1
"Sphingomonas sp. Leaf231",1
"Sphingomonas sp. Leaf24",1
"Sphingomonas sp. Leaf242",1
"Sphingomonas sp. Leaf25",1
"Sphingomonas sp. Leaf257",1
"Sphingomonas sp. Leaf28",1
"Sphingomonas sp. Leaf29",1
"Sphingomonas sp. Leaf30",1
"Sphingomonas sp. Leaf32",1
"Sphingomonas sp. Leaf33",1
"Sphingomonas sp. Leaf339",1
"Sphingomonas sp. Leaf34",1
"Sphingomonas sp. Leaf343",1
"Sphingomonas sp. Leaf357",1
"Sphingomonas sp. Leaf38",1
"Sphingomonas sp. Leaf407",1
"Sphingomonas sp. Leaf412",1
"Sphingomonas sp. Leaf42",1
"Sphingomonas sp. Leaf5",1
"Sphingomonas sp. Leaf62",1
"Sphingomonas sp. Leaf67",1
"Sphingomonas sp. Leaf9",1
"Sphingomonas sp. LH128",1
"Sphingomonas sp. LK11",1
"Sphingomonas sp. LM7",1
"Sphingomonas sp. MCT13",1
"Sphingomonas sp. MEA3-1",1
"Sphingomonas sp. MM-1",1
"Sphingomonas sp. Mn802worker",1
"Sphingomonas sp. Ndbn-20",1
"Sphingomonas sp. NFR04",1
"Sphingomonas sp. NFR15",1
"Sphingomonas sp. NIC1",1
"Sphingomonas sp. OK281",1
"Sphingomonas sp. OV641",1
"Sphingomonas sp. PR090111-T3T-6A",1
"Sphingomonas sp. RIT328",1
"Sphingomonas sp. Root1294",1
"Sphingomonas sp. Root241",1
"Sphingomonas sp. Root50",1
"Sphingomonas sp. Root710",1
"Sphingomonas sp. Root720",1
"Sphingomonas sp. S17",1
"Sphingomonas sp. S5-249",1
"Sphingomonas sp. S6-262",1
"Sphingomonas sp. SCN",1
"Sphingomonas sp. SKA58",1
"Sphingomonas sp. Sph1(2015)",1
"Sphingomonas sp. SRS2",1
"Sphingomonas sp. STIS6.2",1
"Sphingomonas sp. TDK1",1
"Sphingomonas sp. TZW2008",1
"Sphingomonas sp. UNC305MFCol5.2",1
"Sphingomonas sp. URHD0057",1
"Sphingomonas sp. W16RD",1
"Sphingomonas sp. WG",1
"Sphingomonas sp. Y57",1
"Sphingomonas sp. YL-JM2C",1
"Sphingomonas sp. YR710",1
"Sphingomonas spermidinifaciens",1
"Sphingomonas yabuuchiae",1
"Sphingomonas-like bacterium",1
"Sphingopyxis alaskensis",1
"Sphingopyxis baekryungensis",1
"Sphingopyxis bauzanensis",1
"Sphingopyxis flava",1
"Sphingopyxis fribergensis",1
"Sphingopyxis indica",1
"Sphingopyxis sp. 113P3",1
"Sphingopyxis sp. 65-8",1
"Sphingopyxis sp. A083",1
"Sphingopyxis sp. C-1",1
"Sphingopyxis sp. GW247-27LB",1
"Sphingopyxis sp. H005",1
"Sphingopyxis sp. H012",1
"Sphingopyxis sp. H038",1
"Sphingopyxis sp. H050",1
"Sphingopyxis sp. H053",1
"Sphingopyxis sp. H057",1
"Sphingopyxis sp. H067",1
"Sphingopyxis sp. H071",1
"Sphingopyxis sp. H073",1
"Sphingopyxis sp. H077",1
"Sphingopyxis sp. H080",1
"Sphingopyxis sp. H081",1
"Sphingopyxis sp. H085",1
"Sphingopyxis sp. H093",1
"Sphingopyxis sp. H100",1
"Sphingopyxis sp. H107",1
"Sphingopyxis sp. H115",1
"Sphingopyxis sp. HIX",1
"Sphingopyxis sp. HXXIV",1
"Sphingopyxis sp. KK2",1
"Sphingopyxis sp. LC363",1
"Sphingopyxis sp. LC81",1
"Sphingopyxis sp. LPB0140",1
"Sphingopyxis sp. MC1",1
"Sphingopyxis sp. MWB1",1
"Sphingopyxis sp. P1IMeth2",1
"Sphingopyxis sp. QXT-31",1
"Sphingopyxis sp. REDSEA-S22_B5",1
"Sphingopyxis sp. REDSEA-S23_B6",1
"Sphingopyxis sp. REDSEA-S24_B7",1
"Sphingopyxis sp. REDSEA-S29_B3",1
"Sphingopyxis sp. REDSEA-S34_B10",1
"Sphingopyxis sp. REDSEA-S38_B16",1
"Sphingopyxis sp. REDSEA-S40_B6",1
"Sphingopyxis sp. REDSEA-S42_B3",1
"Sphingopyxis sp. RIFCSPHIGHO2_01_FULL_65_24",1
"Sphingopyxis sp. RIFCSPHIGHO2_12_FULL_65_19",1
"Sphingopyxis sp. Root1497",1
"Sphingopyxis sp. Root154",1
"Sphingopyxis sp. Root214",1
"Sphingopyxis sp. SCN",1
"Sphingopyxis sp. YR583",1
"Sphingopyxis witflariensis",1
"Sphingorhabdus flavimaris",1
"Sphingorhabdus marina",1
"Sphingorhabdus sp. M41",1
"Spiribacter curvatus",1
"Spiribacter salinus",1
"Spirillospora albida",1
"Spirochaeta africana",1
"Spirochaeta cellobiosiphila",1
"Spirochaeta lutea",1
"Spirochaeta sp. EBM-43",1
"Spirochaeta sp. LUC14_002_19_P3",1
"Spiroplasma apis",1
"Spiroplasma atrichopogonis",1
"Spiroplasma cantharicola",1
"Spiroplasma chrysopicola",1
"Spiroplasma citri",1
"Spiroplasma clarkii",1
"Spiroplasma corruscae",1
"Spiroplasma culicicola",1
"Spiroplasma diminutum",1
"Spiroplasma helicoides",1
"Spiroplasma kunkelii",1
"Spiroplasma litorale",1
"Spiroplasma poulsonii",1
"Spiroplasma sabaudiense",1
"Spiroplasma sp. MT37",1
"Spiroplasma sp. NBRC",1
"Spiroplasma sp. TU-14",1
"Spiroplasma syrphidicola",1
"Spiroplasma taiwanense",1
"Spiroplasma turonicum",1
"Spirosoma aerolatum",1
"Spirosoma endophyticum",1
"Spirosoma linguale",1
"Spirosoma luteum",1
"Spirosoma montaniterrae",1
"Spirosoma panaciterrae",1
"Spirosoma radiotolerans",1
"Spirosoma rigui",1
"Spirosoma sp. 209",1
"Spirosoma sp. 48-14",1
"Spirosoma spitsbergense",1
"Spirulina major",1
"Spirulina subsalsa",1
"Spongiibacter marinus",1
"Spongiibacter sp. IMCC21906",1
"Spongiibacter tropicus",1
"Spongiibacterium flavum",1
"Sporanaerobacter acetigenes",1
"Sporanaerobacter sp. PP17-6a",1
"Sporichthya polymorpha",1
"Sporobacter termitidis",1
"Sporolactobacillus inulinus",1
"Sporolactobacillus laevolacticus",1
"Sporolactobacillus nakayamae",1
"Sporolituus thermophilus",1
"Sporomusa malonica",1
"Sporomusa ovata",1
"Sporomusa silvacetica",1
"Sporomusa sp. An4",1
"Sporomusa sphaeroides",1
"Sporosarcina globispora",1
"Sporosarcina psychrophila",1
"Sporosarcina sp. D27",1
"Sporosarcina sp. EUR3",1
"Sporosarcina sp. HYO08",1
"Sporosarcina sp. P33",1
"Sporosarcina sp. P37",1
"Sporosarcina sp. ZBG7A",1
"Stackebrandtia nassauensis",1
"Stanieria cyanosphaera",1
"Stanieria sp. NIES-3757",1
"Staphylococcus arlettae",1
"Staphylococcus auricularis",1
"Staphylococcus chromogenes",1
"Staphylococcus fleurettii",1
"Staphylococcus gallinarum",1
"Staphylococcus hyicus",1
"Staphylococcus lutrae",1
"Staphylococcus microti",1
"Staphylococcus muscae",1
"Staphylococcus piscifermentans",1
"Staphylococcus schweitzeri",1
"Staphylococcus sp. 47.1",1
"Staphylococcus sp. AL1",1
"Staphylococcus sp. AntiMn-1",1
"Staphylococcus sp. AOAB",1
"Staphylococcus sp. CAG-324",1
"Staphylococcus sp. DORA_6_22",1
"Staphylococcus sp. E463",1
"Staphylococcus sp. EGD-HP3",1
"Staphylococcus sp. HGB0015",1
"Staphylococcus sp. HMSC034A07",1
"Staphylococcus sp. HMSC034C12",1
"Staphylococcus sp. HMSC034D07",1
"Staphylococcus sp. HMSC034G07",1
"Staphylococcus sp. HMSC034G11",1
"Staphylococcus sp. HMSC035D11",1
"Staphylococcus sp. HMSC035F01",1
"Staphylococcus sp. HMSC035F02",1
"Staphylococcus sp. HMSC035F11",1
"Staphylococcus sp. HMSC036A09",1
"Staphylococcus sp. HMSC036D05",1
"Staphylococcus sp. HMSC055A09",1
"Staphylococcus sp. HMSC055A10",1
"Staphylococcus sp. HMSC055B03",1
"Staphylococcus sp. HMSC055C03",1
"Staphylococcus sp. HMSC055G07",1
"Staphylococcus sp. HMSC055H04",1
"Staphylococcus sp. HMSC055H07",1
"Staphylococcus sp. HMSC056D08",1
"Staphylococcus sp. HMSC056G08",1
"Staphylococcus sp. HMSC057A02",1
"Staphylococcus sp. HMSC057A08",1
"Staphylococcus sp. HMSC057B01",1
"Staphylococcus sp. HMSC057C08",1
"Staphylococcus sp. HMSC057G10",1
"Staphylococcus sp. HMSC058D09",1
"Staphylococcus sp. HMSC058E01",1
"Staphylococcus sp. HMSC058E03",1
"Staphylococcus sp. HMSC058E12",1
"Staphylococcus sp. HMSC059E03",1
"Staphylococcus sp. HMSC059F04",1
"Staphylococcus sp. HMSC059G05",1
"Staphylococcus sp. HMSC060A04",1
"Staphylococcus sp. HMSC060D01",1
"Staphylococcus sp. HMSC060D12",1
"Staphylococcus sp. HMSC061C10",1
"Staphylococcus sp. HMSC061F01",1
"Staphylococcus sp. HMSC061F10",1
"Staphylococcus sp. HMSC061G04",1
"Staphylococcus sp. HMSC061G12",1
"Staphylococcus sp. HMSC061H04",1
"Staphylococcus sp. HMSC062A01",1
"Staphylococcus sp. HMSC062A05",1
"Staphylococcus sp. HMSC062B11",1
"Staphylococcus sp. HMSC062C01",1
"Staphylococcus sp. HMSC062C03",1
"Staphylococcus sp. HMSC062D04",1
"Staphylococcus sp. HMSC062D12",1
"Staphylococcus sp. HMSC062E08",1
"Staphylococcus sp. HMSC062E10",1
"Staphylococcus sp. HMSC062H10",1
"Staphylococcus sp. HMSC063A07",1
"Staphylococcus sp. HMSC063A11",1
"Staphylococcus sp. HMSC063D03",1
"Staphylococcus sp. HMSC063E12",1
"Staphylococcus sp. HMSC063F02",1
"Staphylococcus sp. HMSC063F03",1
"Staphylococcus sp. HMSC063F05",1
"Staphylococcus sp. HMSC063F10",1
"Staphylococcus sp. HMSC063G01",1
"Staphylococcus sp. HMSC063H12",1
"Staphylococcus sp. HMSC064A01",1
"Staphylococcus sp. HMSC064A09",1
"Staphylococcus sp. HMSC064E03",1
"Staphylococcus sp. HMSC064E11",1
"Staphylococcus sp. HMSC065A08",1
"Staphylococcus sp. HMSC065C09",1
"Staphylococcus sp. HMSC065C10",1
"Staphylococcus sp. HMSC065D05",1
"Staphylococcus sp. HMSC065D11",1
"Staphylococcus sp. HMSC065E07",1
"Staphylococcus sp. HMSC065E08",1
"Staphylococcus sp. HMSC066C03",1
"Staphylococcus sp. HMSC066G04",1
"Staphylococcus sp. HMSC067B04",1
"Staphylococcus sp. HMSC067F07",1
"Staphylococcus sp. HMSC067F10",1
"Staphylococcus sp. HMSC067G10",1
"Staphylococcus sp. HMSC068C09",1
"Staphylococcus sp. HMSC068D03",1
"Staphylococcus sp. HMSC068D05",1
"Staphylococcus sp. HMSC068D07",1
"Staphylococcus sp. HMSC068D08",1
"Staphylococcus sp. HMSC068G03",1
"Staphylococcus sp. HMSC068G11",1
"Staphylococcus sp. HMSC068G12",1
"Staphylococcus sp. HMSC068H08",1
"Staphylococcus sp. HMSC068H12",1
"Staphylococcus sp. HMSC069D04",1
"Staphylococcus sp. HMSC069D07",1
"Staphylococcus sp. HMSC069D12",1
"Staphylococcus sp. HMSC069E07",1
"Staphylococcus sp. HMSC069E09",1
"Staphylococcus sp. HMSC069E10",1
"Staphylococcus sp. HMSC06C11",1
"Staphylococcus sp. HMSC070A02",1
"Staphylococcus sp. HMSC070A03",1
"Staphylococcus sp. HMSC070A07",1
"Staphylococcus sp. HMSC070D05",1
"Staphylococcus sp. HMSC070D07",1
"Staphylococcus sp. HMSC071G07",1
"Staphylococcus sp. HMSC072B07",1
"Staphylococcus sp. HMSC072D04",1
"Staphylococcus sp. HMSC072E01",1
"Staphylococcus sp. HMSC072H01",1
"Staphylococcus sp. HMSC072H03",1
"Staphylococcus sp. HMSC073C02",1
"Staphylococcus sp. HMSC073C12",1
"Staphylococcus sp. HMSC073E10",1
"Staphylococcus sp. HMSC074A11",1
"Staphylococcus sp. HMSC074B09",1
"Staphylococcus sp. HMSC074C02",1
"Staphylococcus sp. HMSC074C12",1
"Staphylococcus sp. HMSC074D07",1
"Staphylococcus sp. HMSC074F11",1
"Staphylococcus sp. HMSC075A04",1
"Staphylococcus sp. HMSC075C08",1
"Staphylococcus sp. HMSC075F12",1
"Staphylococcus sp. HMSC075H09",1
"Staphylococcus sp. HMSC076B11",1
"Staphylococcus sp. HMSC076E07",1
"Staphylococcus sp. HMSC076H12",1
"Staphylococcus sp. HMSC077B09",1
"Staphylococcus sp. HMSC077C03",1
"Staphylococcus sp. HMSC077C04",1
"Staphylococcus sp. HMSC077D08",1
"Staphylococcus sp. HMSC077D09",1
"Staphylococcus sp. HMSC077E11",1
"Staphylococcus sp. HMSC077E12",1
"Staphylococcus sp. HMSC077G12",1
"Staphylococcus sp. HMSC077H01",1
"Staphylococcus sp. HMSC078A03",1
"Staphylococcus sp. HMSC078A08",1
"Staphylococcus sp. HMSC078A12",1
"Staphylococcus sp. HMSC078B01",1
"Staphylococcus sp. HMSC078D05",1
"Staphylococcus sp. HMSC078E07",1
"Staphylococcus sp. HMSC10B09",1
"Staphylococcus sp. HMSC10C03",1
"Staphylococcus sp. HMSC12H08",1
"Staphylococcus sp. HMSC13A10",1
"Staphylococcus sp. HMSC14C01",1
"Staphylococcus sp. HMSC14C08",1
"Staphylococcus sp. HMSC14D01",1
"Staphylococcus sp. HMSC14D10",1
"Staphylococcus sp. HMSC34B12",1
"Staphylococcus sp. HMSC34C02",1
"Staphylococcus sp. HMSC34D01",1
"Staphylococcus sp. HMSC34G04",1
"Staphylococcus sp. HMSC34H10",1
"Staphylococcus sp. HMSC35D08",1
"Staphylococcus sp. HMSC36A02",1
"Staphylococcus sp. HMSC36A10",1
"Staphylococcus sp. HMSC36C03",1
"Staphylococcus sp. HMSC36D07",1
"Staphylococcus sp. HMSC36D12",1
"Staphylococcus sp. HMSC36F05",1
"Staphylococcus sp. HMSC36G04",1
"Staphylococcus sp. HMSC55D02",1
"Staphylococcus sp. HMSC55F09",1
"Staphylococcus sp. HMSC56B09",1
"Staphylococcus sp. HMSC57A07",1
"Staphylococcus sp. HMSC57B03",1
"Staphylococcus sp. HMSC58A02",1
"Staphylococcus sp. HMSC58B01",1
"Staphylococcus sp. HMSC58E11",1
"Staphylococcus sp. HMSC62A08",1
"Staphylococcus sp. HMSC62B09",1
"Staphylococcus sp. HMSC62D11",1
"Staphylococcus sp. HMSC64F10",1
"Staphylococcus sp. HMSC65H10",1
"Staphylococcus sp. HMSC66A04",1
"Staphylococcus sp. HMSC66C11",1
"Staphylococcus sp. HMSC69H07",1
"Staphylococcus sp. HMSC70A05",1
"Staphylococcus sp. HMSC70F07",1
"Staphylococcus sp. HMSC72E08",1
"Staphylococcus sp. HMSC73A05",1
"Staphylococcus sp. HMSC73C01",1
"Staphylococcus sp. HMSC74A08",1
"Staphylococcus sp. HMSC74D05",1
"Staphylococcus sp. HMSC74F04",1
"Staphylococcus sp. HMSC74F12",1
"Staphylococcus sp. HMSC74G01",1
"Staphylococcus sp. HMSC74G05",1
"Staphylococcus sp. HMSC76G03",1
"Staphylococcus sp. HMSC77A05",1
"Staphylococcus sp. JGI",1
"Staphylococcus sp. LCT-H4",1
"Staphylococcus sp. M0480",1
"Staphylococcus sp. MB371",1
"Staphylococcus sp. MB377",1
"Staphylococcus sp. MDS7B",1
"Staphylococcus sp. NAM3COL9",1
"Staphylococcus sp. NFPP34",1
"Staphylococcus sp. OJ82",1
"Staphylococcus sp. TE8",1
"Staphylococcus sp. URHA0057",1
"Staphylococcus sp. ZWU0021",1
"Staphylococcus stepanovicii",1
"Staphylococcus vitulinus",1
"Stappia sp. 22II-S9-Z10",1
"Stappia sp. ES.058",1
"Stappia sp. P2PMeth1",1
"Stappia sp. TSB10GB4",1
"Stappia sp. TSB10P1A",1
"Stappia stellulata",1
"Starkeya novella",1
"Stenotrophomonas chelatiphaga",1
"Stenotrophomonas daejeonensis",1
"Stenotrophomonas ginsengisoli",1
"Stenotrophomonas humi",1
"Stenotrophomonas koreensis",1
"Stenotrophomonas panacihumi",1
"Stenotrophomonas pictorum",1
"Stenotrophomonas sp. 14-69-23",1
"Stenotrophomonas sp. 69-14",1
"Stenotrophomonas sp. 92mfcol6.1",1
"Stenotrophomonas sp. BIIR7",1
"Stenotrophomonas sp. CC120222-04",1
"Stenotrophomonas sp. DDT-1",1
"Stenotrophomonas sp. HMSC10F06",1
"Stenotrophomonas sp. HMSC10F07",1
"Stenotrophomonas sp. KAs",1
"Stenotrophomonas sp. KCTC",1
"Stenotrophomonas sp. Leaf70",1
"Stenotrophomonas sp. LM091",1
"Stenotrophomonas sp. MB339",1
"Stenotrophomonas sp. RIT309",1
"Stenotrophomonas sp. SC-N050",1
"Stenotrophomonas sp. SKA14",1
"Stenotrophomonas sp. TD3",1
"Stenotrophomonas sp. WZN-1",1
"Stenotrophomonas sp. YR347",1
"Stenotrophomonas terrae",1
"Stenoxybacter acetivorans",1
"Steroidobacter denitrificans",1
"Sterolibacterium denitrificans",1
"Stigmatella erecta",1
"Stomatobaculum longum",1
"strain 231/09",1
"strain 284/09",1
"Strawberry lethal",1
"Streptacidiphilus anmyonensis",1
"Streptacidiphilus carbonis",1
"Streptacidiphilus jeojiense",1
"Streptacidiphilus melanogenes",1
"Streptacidiphilus neutrinimicus",1
"Streptacidiphilus oryzae",1
"Streptacidiphilus rugosus",1
"Streptoalloteichus hindustanus",1
"Streptobacillus felis",1
"Streptobacillus hongkongensis",1
"Streptobacillus ratti",1
"Streptococcus australis",1
"Streptococcus caballi",1
"Streptococcus castoreus",1
"Streptococcus criceti",1
"Streptococcus cuniculi",1
"Streptococcus devriesei",1
"Streptococcus didelphis",1
"Streptococcus downei",1
"Streptococcus entericus",1
"Streptococcus ferus",1
"Streptococcus himalayensis",1
"Streptococcus hongkongensis",1
"Streptococcus hyovaginalis",1
"Streptococcus ictaluri",1
"Streptococcus macacae",1
"Streptococcus marimammalium",1
"Streptococcus marmotae",1
"Streptococcus minor",1
"Streptococcus orisasini",1
"Streptococcus orisratti",1
"Streptococcus ovis",1
"Streptococcus peroris",1
"Streptococcus plurextorum",1
"Streptococcus porci",1
"Streptococcus sinensis",1
"Streptococcus sp. 'caviae'",1
"Streptococcus sp. 'group",1
"Streptococcus sp. 1004_SSPC",1
"Streptococcus sp. 1171_SSPC",1
"Streptococcus sp. 2_1_36FAA",1
"Streptococcus sp. 263_SSPC",1
"Streptococcus sp. 343_SSPC",1
"Streptococcus sp. 400_SSPC",1
"Streptococcus sp. 449_SSPC",1
"Streptococcus sp. 45",1
"Streptococcus sp. A12",1
"Streptococcus sp. AC15",1
"Streptococcus sp. ACC21",1
"Streptococcus sp. ACS2",1
"Streptococcus sp. AS14",1
"Streptococcus sp. AS20",1
"Streptococcus sp. BS21",1
"Streptococcus sp. BS29a",1
"Streptococcus sp. BS35b",1
"Streptococcus sp. C150",1
"Streptococcus sp. C300",1
"Streptococcus sp. CCH5-D3",1
"Streptococcus sp. CCH8-C6",1
"Streptococcus sp. CCH8-G7",1
"Streptococcus sp. CCH8-H5",1
"Streptococcus sp. CCUG",1
"Streptococcus sp. CM6",1
"Streptococcus sp. CM7",1
"Streptococcus sp. DBCMS",1
"Streptococcus sp. DD04",1
"Streptococcus sp. DD10",1
"Streptococcus sp. DD11",1
"Streptococcus sp. DD12",1
"Streptococcus sp. DD13",1
"Streptococcus sp. DORA_10",1
"Streptococcus sp. F0441",1
"Streptococcus sp. F0442",1
"Streptococcus sp. FDAARGOS_146",1
"Streptococcus sp. FDAARGOS_192",1
"Streptococcus sp. FDAARGOS_256",1
"Streptococcus sp. GMD1S",1
"Streptococcus sp. GMD2S",1
"Streptococcus sp. GMD3S",1
"Streptococcus sp. GMD4S",1
"Streptococcus sp. GMD5S",1
"Streptococcus sp. GMD6S",1
"Streptococcus sp. HibF3",1
"Streptococcus sp. HMSC034A12",1
"Streptococcus sp. HMSC034B03",1
"Streptococcus sp. HMSC034B04",1
"Streptococcus sp. HMSC034B05",1
"Streptococcus sp. HMSC034E03",1
"Streptococcus sp. HMSC034E12",1
"Streptococcus sp. HMSC034F02",1
"Streptococcus sp. HMSC034F03",1
"Streptococcus sp. HMSC036H09",1
"Streptococcus sp. HMSC056B03",1
"Streptococcus sp. HMSC056C01",1
"Streptococcus sp. HMSC056D01",1
"Streptococcus sp. HMSC056D07",1
"Streptococcus sp. HMSC057E02",1
"Streptococcus sp. HMSC057F04",1
"Streptococcus sp. HMSC057G03",1
"Streptococcus sp. HMSC061D01",1
"Streptococcus sp. HMSC061D10",1
"Streptococcus sp. HMSC061E03",1
"Streptococcus sp. HMSC062D07",1
"Streptococcus sp. HMSC062H02",1
"Streptococcus sp. HMSC063B03",1
"Streptococcus sp. HMSC063D10",1
"Streptococcus sp. HMSC064D12",1
"Streptococcus sp. HMSC064H02",1
"Streptococcus sp. HMSC064H09",1
"Streptococcus sp. HMSC065C01",1
"Streptococcus sp. HMSC065E03",1
"Streptococcus sp. HMSC065G04",1
"Streptococcus sp. HMSC065H07",1
"Streptococcus sp. HMSC066E07",1
"Streptococcus sp. HMSC066F01",1
"Streptococcus sp. HMSC066F10",1
"Streptococcus sp. HMSC067A03",1
"Streptococcus sp. HMSC067H01",1
"Streptococcus sp. HMSC068F04",1
"Streptococcus sp. HMSC068H01",1
"Streptococcus sp. HMSC069D09",1
"Streptococcus sp. HMSC070A10",1
"Streptococcus sp. HMSC070B09",1
"Streptococcus sp. HMSC070B10",1
"Streptococcus sp. HMSC071D03",1
"Streptococcus sp. HMSC071H03",1
"Streptococcus sp. HMSC072C09",1
"Streptococcus sp. HMSC072D03",1
"Streptococcus sp. HMSC072D05",1
"Streptococcus sp. HMSC072D07",1
"Streptococcus sp. HMSC072E12",1
"Streptococcus sp. HMSC072G02",1
"Streptococcus sp. HMSC072G04",1
"Streptococcus sp. HMSC073A12",1
"Streptococcus sp. HMSC073D05",1
"Streptococcus sp. HMSC073F11",1
"Streptococcus sp. HMSC074B11",1
"Streptococcus sp. HMSC074F05",1
"Streptococcus sp. HMSC074F09",1
"Streptococcus sp. HMSC074F10",1
"Streptococcus sp. HMSC075A03",1
"Streptococcus sp. HMSC076C08",1
"Streptococcus sp. HMSC076C09",1
"Streptococcus sp. HMSC076D11",1
"Streptococcus sp. HMSC076E03",1
"Streptococcus sp. HMSC076H07",1
"Streptococcus sp. HMSC076H08",1
"Streptococcus sp. HMSC076H09",1
"Streptococcus sp. HMSC076H10",1
"Streptococcus sp. HMSC077D04",1
"Streptococcus sp. HMSC077F03",1
"Streptococcus sp. HMSC078D02",1
"Streptococcus sp. HMSC078D09",1
"Streptococcus sp. HMSC078E03",1
"Streptococcus sp. HMSC078E08",1
"Streptococcus sp. HMSC078H03",1
"Streptococcus sp. HMSC078H12",1
"Streptococcus sp. HMSC10A01",1
"Streptococcus sp. HMSC10E12",1
"Streptococcus sp. HMSC11C05",1
"Streptococcus sp. HMSC34B10",1
"Streptococcus sp. HMSC36C04",1
"Streptococcus sp. HPH0090",1
"Streptococcus sp. HSISB1",1
"Streptococcus sp. HSISM1",1
"Streptococcus sp. HSISS1",1
"Streptococcus sp. HSISS2",1
"Streptococcus sp. HSISS3",1
"Streptococcus sp. HTS9",1
"Streptococcus sp. I-G2",1
"Streptococcus sp. I-P16",1
"Streptococcus sp. KR",1
"Streptococcus sp. M143",1
"Streptococcus sp. M334",1
"Streptococcus sp. NLAE-zl-C503",1
"Streptococcus sp. NPS",1
"Streptococcus sp. NZ1587",1
"Streptococcus sp. OBRC6",1
"Streptococcus sp. SK140",1
"Streptococcus sp. SK643",1
"Streptococcus sp. SR1",1
"Streptococcus sp. SR4",1
"Streptococcus sp. TA",1
"Streptococcus sp. VT",1
"Streptococcus sp. X13SY08",1
"Streptococcus thoraltensis",1
"Streptococcus timonensis",1
"Streptococcus troglodytae",1
"Streptococcus varani",1
"Streptomonospora alba",1
"Streptomyces achromogenes",1
"Streptomyces afghaniensis",1
"Streptomyces africanus",1
"Streptomyces ahygroscopicus",1
"Streptomyces aidingensis",1
"Streptomyces albofaciens",1
"Streptomyces albolongus",1
"Streptomyces alboniger",1
"Streptomyces alboverticillatus",1
"Streptomyces albovinaceus",1
"Streptomyces alboviridis",1
"Streptomyces almquistii",1
"Streptomyces alni",1
"Streptomyces amritsarensis",1
"Streptomyces anandii",1
"Streptomyces angustmyceticus",1
"Streptomyces antioxidans",1
"Streptomyces atriruber",1
"Streptomyces atroolivaceus",1
"Streptomyces auratus",1
"Streptomyces aureofaciens",1
"Streptomyces autolyticus",1
"Streptomyces avellaneus",1
"Streptomyces avicenniae",1
"Streptomyces azureus",1
